numero,code,nom_commercial,groupe_therapeutique,prix_fcfa
1333,3060087,DOMPERIDONE BIOGARAN CP 10MG B/20,"GASTRO E H, NAUSEES , VOMISSEMENT",4270.0
1334,8063371,"DONTOMYCINE CP 1,5 MUI B/l 6","ANTIBIOTIQUE, MACROLIDE",4575.0
1335,8063365,DONTOMYCINE CP 3MUI B10,"ANTIBIOTIQUE, MACROLIDE",4715.0
1336,1344531,DORSUN-T CY FL/5 ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",8660.0
1337,1888811,DORZIMOL COLL 20MG/20ML COLL FL/5ML,"OPHTALMOLOGIE, ANTIGLAUCOMATEUX",8130.0
1338,5050107,DOXINECP 200 MG B/10,"ANTIBIOTIQUE, CYCLINE",1730.0
1339,8011463,DOXY DENK CP PELL 100 MG B/20,"ANTIBIOTIQUE, CYCLINE",3405.0
1340,8018583,DOXYCYCLINE-HAKIM GELULE 100 MG B/30,"ANTIBIOTIQUE, CYCLINE",3180.0
1341,8023271,DOZALGIC C GRANULES P SOL BUV 500 MG/300 MG B/l 0 SACHETS,ANTALGIQUE/ANTIPYRETIQUE,1405.0
1342,8457440,DP QUINE COMP 40MG/320MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",2898.0
1343,1405631,DP QUINE PDRE POUR SUSP BUV 90MG/720MG FL/60ML,"PARASITOLOGIE, ANTIPALUDIQUE",1105.0
1344,8455800,DPQUINE PDRE PR SUSP BUV 90MG/720MG FL/60ML,"PARASITOLOGIE, ANTIPALUDIQUE",1175.0
1345,2473864,DREZ POMMADE T/10G,"DERMATOLOGIE, ANTISEPTIQUE EXTERNE",1722.0
1346,2473874,DREZ POUDRE FL/10G,"DERMATOLOGIE, ANTISEPTIQUE EXTERNE",1722.0
1347,3104613,DROX PDRE P SUSP BUV 250MG FL/100ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3845.0
1348,3991510,DUARTEM CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2537.0
1349,5607040,DUO-COTECXIN CP PELL 40 MG/320 MG B/8,"PARASITOLOGIE, ANTIPALUDIQUE",4125.0
1350,8170836,DUOQUIN CP PELL 40MG/320MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",2510.0
1351,8492936,DUOSKIN CREME TUBE DE 15 G,ANTIFONGIQUE + CORTICOÏDE,3140.0
1352,3492857,DUOTEM CP PELL 40MG/320MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",3710.0
1353,3757494,"DUOTRAV CY 40 MG+5MG/ML FL/2,5 ML","OPHTALMOLOGIE, ANTIGLAUCOMATEUX",20460.0
1354,3292440,DUPHALAC BUV SOL BUV 10 G/SAH B/20,"GASTRO.E.H., CONSTIPATION",2920.0
1355,3132417,DUPHALAC SOL BUV 66% FL/200 ML,"GASTRO.E.H., CONSTIPATION",1820.0
1356,3219294,DUPHASTON 10 CP 10 MG B/l 0,"GYNECOLOGIE,TRAITEMENTS DE LA MENOPAUSE",3171.0
1357,3314667,DUSPATALIN GELULE 200 MG B/30,ANTISPASMODIQUE,4135.0
1358,3403341,DYARIAM CP 40MG/320MG B/l 0,"PARASITOLOGIE, ANTIPALUDIQUE",3612.0
1359,8172982,DYLDES CP 5MG B/l 5,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3750.0
1360,3369784,DYLDES CP 5MG B/7,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2510.0
1361,5010480,DYNALGIC CP B/20,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1420.0
1362,3428566,DYNAPAR COMPRIMES SECABLES 500MG/50MG B/20,ANTALGIQUE/ANTIPYRETIQUE + AINS,1825.0
1363,8008702,DYNAPAR CP BLISTER DE 10,ANTALGIQUE/ANTIPYRETIQUE + AINS,846.0
1364,8098694,DYNAPAR GEL P APPL LOC T/30 G,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1175.0
1365,3358764,DYNAPAR QPS SOLUTION TOPIQUE D'ALCOOL ABSOLU 4% POUR PULVERISATION CUTANEE FL/30ML,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1295.0
1366,8069540,DYSENTYL GELULE 200 MG B/30,"GASTRO.E.H., ANTI- DIARRHEIQUE",2705.0
1367,3323076,EASETEC COMP 10MG B/30,HYPOLIPEMIANT,6890.0
1368,3429464,EASETEC COMP 5MG B/30,HYPOLIPEMIANT,5370.0
1369,3996737,EBUR-DOXY GELULE 200 MG B/l 0,"ANTIBIOTIQUE, CYCLINE",1405.0
1370,9994587,EBURMETHER AMP INJ 40 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2005.0
1371,9994588,EBURMETHER SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",3005.0
1372,9994590,EBUXIME CP DISPERS 200 MG B/l0,"ANTIBIOTIQUE, CEPHALOSPORINE",4620.0
1373,9994589,EBUXIME PDRE P SUSP ORALE 50MG/5ML FL/60ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3210.0
1374,3262522,ECLARAN 10 GEL P APPL LOC T/45 G,"DERMATOLOGIE, ANTIACNEIQUE LOCAL",2410.0
1375,3267867,ECLARAN 5 GEL P APPL LOC T/45 G,"DERMATOLOGIE, ANTIACNEIQUE LOCAL",2410.0
1376,8006025,ECOMI OVULE 150 MG B/6,"GYNECOLOGIE,TRAITEMENT DES VULVOVAGINITES",4835.0
1377,3513409,ECONAZOLE EG CREME T/30 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",2015.0
1378,5050055,ECONIF GELULE 250MG B/l 0,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),705.0
1379,2027612,ECOREX OVULE 150MG B/3,"GYNECOLOGIE,TRAITEMENT DES VULVOVAGINITES",3485.0
1380,2027581,ECOREX CREME 1 % T/30 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",2796.0
1381,2027606,ECOREX LAIT DERM 1% FL/30 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",2796.0
1382,2027598,ECOREX SOL P APPL LOC 1% FL/30 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",3499.0
1383,3435731,ECOVAR OVULE 150MG B/3,"GYNECOLOGIE,TRAITEMENT DES VULVOVAGINITES",2342.0
1384,8154576,ECOZOLE OVULE 150MG B/3,GYNECOLOGIE .TRAITEMENT DES VU LVO VAGINITES,2755.0
1385,3163290,EDICIN AMP INJ 0.5G B/l,"INFECTIOLOGIE, DIVERS ANTIBACTERIENS",15525.0
1386,3163252,EDICIN AMP INJ 1 G B/l,"INFECTIOLOGIE, DIVERS ANTIBACTERIENS",7760.0
1387,5015714,EDUCTYLSUPPO AD B/l 2,"GASTRO.E.H., CONSTIPATION",2140.0
1388,5015715,EDUCTYLSUPPO ENF B/l2,"GASTRO.E.H., CONSTIPATION",2140.0
1389,6110252,EFDOL CAFEINE COMPRIMES SECABLES 500MG/50MG B/20,ANTALGIQUE/ANTIPYRETIQUE,1075.0
1390,5602080,EFFADOL SIROP FL/100ML,ANTALGIQUE/ANTIPYRETIQUE,1100.0
1391,3283949,EFFERALGAN CODEINE CP EFF B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",2195.0
1392,8415396,EFFERALGAN CODEINE CP PELL B/l 6,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",2000.0
1393,3529178,EFFERALGAN CP EFF IG B/8,ANTALGIQUE/ANTIPYRETIQUE,1325.0
1394,3257001,EFFERALGAN CP EFF 500 MG B/l 6,ANTALGIQUE/ANTIPYRETIQUE,1435.0
1395,3390585,EFFERALGAN G ENF SUPPO 300 MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE,1267.0
1396,3390562,EFFERALGAN J ENF PDRE P SUSP BUV 150 MG/SACH B/l 2,ANTALGIQUE/ANTIPYRETIQUE,1065.0
1397,3390579,EFFERALGAN J ENF SUPPO 150MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE,1145.0
1398,3390533,EFFERALGAN NOUR PDRE P SUSP BUV 80 MG/SACH B/l 2,ANTALGIQUE/ANTIPYRETIQUE,995.0
1399,3390556,EFFERALGAN NOUR SUPPO 80 MG B/l 0,ANTALGIQUE/ANTIPYRETIQUE,1065.0
1400,3205435,EFFERALGAN NOUR SUSP BUV FL/90 ML,ANTALGIQUE/ANTIPYRETIQUE,1310.0
1401,3400390,EFFERALGAN PDRE P SUSP BUV 250 MG/SACH B/l 2,ANTALGIQUE/ANTIPYRETIQUE,1230.0
1402,3465633,"EFFEXOR GELULE 37,5 MG LP B/30","PSYCHIATRIE, ANTIDEPRESSEURS",13630.0
1403,3543528,EFLOZINCP 10MG B/30,AUTRES ANTIDIABETIQUES,18400.0
1404,3035105,ELASE PDET/10G,"DERMATOLOGIE, AGENTS DE DETERSION ET D'IRRIGATION DES PLAIES",1997.0
1405,3035157,ELAVILCP ENR 10 MG B/60,"PSYCHIATRIE, ANTIDEPRESSEURS",3846.0
1406,3035163,ELAVIL CP ENR 25 MG B/60,"PSYCHIATRIE, ANTIDEPRESSEURS",3903.0
1407,3991664,ELCLAVECP 625MG B/14,"ANTIBIOTIQUE, PENICILLINE",5250.0
1408,8117492,ELDOFENE CY 0.03% FL/5ML,"OPHTALMOLOGIE, ANTI- INFLAMMATOIRES LOCAUX",3515.0
1409,8006090,ELDOPER GELULE 2 MG B/20,"GASTRO.E.H., ANTI- DIARRHEIQUE",2750.0
1410,3015032,ELICA CREME T/30 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",3940.0
1411,3015018,ELICA PDE T/30 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",4165.0
1412,3015025,ELICA-M PDE T/30 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",5235.0
1413,5659839,ELOXATINE SOL P PERF A DILUER 5 MG/ MLFL/10ML,"CANCEROLOGIE, ANTINEOPLASIQUE",169589.0
1414,3598441,ELOXATINE SOL P PERF A DILUER 5 MG/ ML FL/20 ML,"CANCEROLOGIE, ANTINEOPLASIQUE",324760.0
1415,301749,ELPENEM PDRE P P INJ IG B/l,"ANTIBIOTIQUE , AUTRES BETA­ LACTAMINES",12175.0
1416,3482382,ELUDRILPRO SOL P BAIN DE BOUCHE FL/200 ML,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",2893.0
1417,3512143,ELUDRILPRO SOLUTION POUR BAIN DE BOUCHE FL/500ML,"STOMATOLOGIE,BAIN DE BOUCHE,GARGARISME ET GELS",5852.0
1418,5602090,EMIGYL SIROP FL/100 ML,ANTIBIOTIQUE ET ANTIPARASITAIRE,1510.0
1419,8071465,ENA + HCT DENK CP 20/12.5MG B/30,"ANTIHYPERTENSEUR,INHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",10360.0
1420,2255477,ENA DENKCP 10 MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",5400.0
1421,1448771,"ENALAPRIL / HYDROCHLOROTHIAZIDE VIR COMP 20MG/12,5MG B/30","ANTIHYPERTENSEURJNHIBITEUR ENZYME DE CONVERSION, DIURETIQUE",5170.0
1422,3499622,ENALAPRIL BIOGARAN CP 20 MG B/28,"ANTIHYPERTENSEUR, INHIBITEURS DE L'ENZYME DE CONVERSION",3335.0
1423,1448761,ENALAPRIL VIR COMP 20MG B/30,"ANTIHYPERTENSEUR, INHIBITEUR DE L'ENZYME DE CONVERSION",4240.0
1424,8105023,ENCIFER INJ B/5,"HEMATOLOGIE, ANTI-ANEMIQUES",21005.0
1425,3035890,ENDOXAN ASTA CP ENR 50 MG B/50,"CANCEROLOGIE, ANTINEOPLASIQUE",8775.0
1426,2009637,ENDOXAN PDRE P P INJ 500 MG B/l,"CANCEROLOGIE, ANTINEOPLASIQUE",5510.0
1427,8053645,ENEAS CP 10/20MG B/30,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,7605.0
1428,8041671,ENHANCIN CP 1 G B/l 2,"ANTIBIOTIQUE, PENICILLINE",6330.0
1429,4214092,"ENHANCIN CP 562,5 MG B/l 6","ANTIBIOTIQUE, PENICILLINE",4810.0
1430,8053705,ENOXA 2000 Ul SOL INJ B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",5292.0
1431,8056230,ENOXA 4000UI SOL INJ B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",7565.0
1432,8056307,ENOXA 6000 Ul SOL INJ B/2,"HEMOSTASE, ANTICOAGULANTS INJECTABLES",9200.0
1433,8081512,ENTAMIZOLE CP PELL 250 MG/200 MG B/30,ANTIBIOTIQUE ET ANTIPARASITAIRE,3280.0
1434,8081481,ENTAMIZOLE DS CP PELL 500MG/400MG B/15,ANTIBIOTIQUE ET ANTIPARASITAIRE,3281.0
1435,8081541,ENTAMIZOLE SUSP BUV 250 MG/200 MG FL/100ML,ANTIBIOTIQUE ET ANTIPARASITAIRE,2950.0
1436,3249512,EPHAGRIP CAPSULES MOLLES B/l0,"ORL,ANTI-GRIPPE,ANTI-RHUME",2800.0
1437,5210293,EPITOPIC CREME T/15 G,"DERMATOLOGIE,DERMOCORTICOIDE(AI S)",1890.0
1438,3213251,ERCEFURYL GELULE 200 MG B/28,"GASTRO.E.H., ANTI- DIARRHEIQUE",3200.0
1439,3144900,ERCEFURYL SUSP BUV 4% FL/90 ML,"GASTRO.E.H., ANTI- DIARRHEIQUE",3375.0
1440,8063945,ERESTRID CP PELL 5 MG B/10,"UROLOGIE , HYPERTROPHIE BENIGNE DE LA PROSTATE",4851.0
1441,3609798,ERGEN CP PELL 5 MG B/10,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2147.0
1442,8406115,ERILIDE CP 250 MG B/20,"ANTIBIOTIQUE, MACROLIDE",2575.0
1443,8406090,ERILIDE CP 500 MG B/20,"ANTIBIOTIQUE, MACROLIDE",3220.0
1444,3378809,ERLUS COMPRIMES PELLICULES 5MG B/14,"ALLERGOLOGIE,ANTIHISTAMINIQUE",3061.0
1445,3378847,ERLUS COMPRIMES PELLICULES 5MG B/7,"ALLERGOLOGIE,ANTIHISTAMINIQUE",2096.0
1446,3378762,"ERLUS SIROP 0,5MG/ML FL/60ML","ALLERGOLOGIE,ANTIHISTAMINIQUE",3061.0
1447,3223871,ERY 500 CP 500 MG B/10,"ANTIBIOTIQUE, MACROLIDE",3365.0
1448,3223887,ERY CP 500 MG B/20,"ANTIBIOTIQUE, MACROLIDE",5156.0
1449,3242560,ERY PDRE P SUSP BUV 125 MG/SACH B/24,"ANTIBIOTIQUE, MACROLIDE",3270.0
1450,3242554,ERY PDRE P SUSP BUV 250 MG/SACH B/24,"ANTIBIOTIQUE, MACROLIDE",3285.0
1451,3208526,ERYCYL PDRE P SUSP BUV 250 MG/SACH B/24,"ANTIBIOTIQUE, MACROLIDE",3015.0
1452,3267100,ERYFLUID SOL P APPL LOC FL/100 ML,"DERMATOLOGIE, ANTIACNEIQUE LOCAL",4795.0
1453,3249585,ERYTHROCINE PDRE P SUSP BUV 1G/SACH B/10,"ANTIBIOTIQUE, MACROLIDE",6950.0
1454,3256332,ERYTHROCINE PDRE P SUSP BUV 250 MG/5 ML FL/60 ML,"ANTIBIOTIQUE, MACROLIDE",1930.0
1455,3202158,ERYTHROCINE PDRE P SUSP BUV 500 MG/SACH B/12,"ANTIBIOTIQUE, MACROLIDE",3100.0
1456,3647905,ESGI 40 MG CPR GASTRO RES B/14,"GASTRO EH, ULCERE GASTRO-DUODENAL",6545.0
1457,3037357,ESIDREX CP 25 MG B/20,"ANTIHYPERTENSEUR, DIURETIQUE",2390.0
1458,9994627,ESOCON GELULE 20MG B/20,"GASTRO.E.H., ULCERE GASTRODUODENAL",6038.0
1459,8406983,ESOGEN GELULE 20 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",6660.0
1460,8406977,ESOGEN GELULE 40MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",7440.0
1461,8084581,ESOMECRO GELULES 40MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",5235.0
1462,8021798,ESOMED CP 40 MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",8295.0
1463,3357347,ESOMEP COMPRIMES 20MG B/56,"GASTRO.E.H., ULCERE GASTRODUODENAL",16530.0
1464,3459942,ESOMERAL CP 40MG B/30,"GASTRO.E.H., ULCERE GASTRODUODENAL",7060.0
1465,3398036,ESOPRACP20 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",5870.0
1466,3398074,ESOPRACP40 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",6555.0
1467,4210036,ESOZ-20 CP 20 MG B/10,"GASTRO.E.H., ULCERE GASTRODUODENAL",4780.0
1468,8179493,ESPROCIDCP 40MG B/10,"GASTRO.E.H., ULCERE GASTRODUODENAL",2480.0
1469,3990728,ESTA CP 20 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",5815.0
1470,9990542,ES-ULCIZONE CP 20 MG B/14,"GASTRO.E.H., ULCERE GASTRODUODENAL",4025.0
1471,9997451,ES-ULCIZONE CP 40MG B/l 4,"GASTRO.E.H., ULCERE GASTRODUODENAL",5127.0
1472,6192456,"ETIKEN COMPRIMES SECABLES 16MG/12,5MG B/30",ANTIHYPERTENSEUR ANTAGONISTE RECEPTEURS ANGIOTENSINE II + DIURETIQUE,14495.0
1473,2472969,ETOREXCP 120MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1310.0
1474,2472968,ETOREX CP 90MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),1130.0
1475,3038144,EUCALYPTINE SIROP FL/200 ML,"PNEUMOLOGIE,ADJUVANTS DES INFECTIONS BRONCHOPULMONAIRES",3385.0
1476,8056365,EUCARBON CP B/30,"GASTRO.E.H., TROUBLES FONCTIONNELS DIGESTIFS",2960.0
1477,3038517,EUPHON SIROP FL/150ML,"PNEUMOLOGIE, ANTITUSSIF CONTENANT UN OPIACE",1870.0
1478,3377659,EURARTESIM CP PELL 40MG/320MG B/9,"PARASITOLOGIE, ANTIPALUDIQUE",4030.0
1479,3038629,EURAX CREME 1%T/6OG,"DERMATOLOGIE, ANTIPRURIGINEUX",2880.0
1480,2289200,EUROMOX POUDRE POUR SUSP BUVABLE 125MG/5ML FL/60ML,"ANTIBIOTIQUE, PENICILLINE",870.0
1481,8043569,EUROMOX SUSP BUV 250MG FL/60ML,"ANTIBIOTIQUE, PENICILLINE",1080.0
1482,3158708,EURYTHMIC CP 200 MG B/30,"CARDIOLOGIE, ANTIARYTHMIQUES",8705.0
1483,3181350,EUVANOL SPRAY P PULV NASAL FL/15 ML,"ORL, RHINOPHARYNGITES ET SINUSITES",2560.0
1484,5805080,EUVAX AD SUSP INJ 1ML B/l,"INFECTIOLOGIE, VACCINS ET SERUMS",8400.0
1485,5805070,EUVAX PEDIATRIQUE SUSP INJ 0.5ML B/l,"INFECTIOLOGIE, VACCINS ET SERUMS",5248.0
1486,3115755,EXACYL AMP BUV 1 G B/5,"HEMOSTASE, ANTIFIBRINOLTYQUES",3750.0
1487,3115761,EXACYL AMP INJ 500 MG B/5,"HEMOSTASE, ANTIFIBRINOLTYQUES",10020.0
1488,3285552,EXACYL CP EN R 500 MG B/20,"HEMOSTASE, ANTIFIBRINOLTYQUES",5427.0
1489,8083876,EXFORGE CP 10/160MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1490,8083853,EXFORGE CP 5/160MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1491,3095522,EXFORGE CP 5/80MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24825.0
1492,3014912,EXFORGE HCT CP 10/160/12.5MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1493,3014844,EXFORGE HCT CP 10/160/25MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1494,3014851,EXFORGE HCT CP 5/160/12.5MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1495,3014905,EXFORGE HCT CP 5/160/25MG B/28,AUTRES ASSOCIATIONS D'ANTIHYPERTENSEURS,24795.0
1496,3179413,EXIFOL GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",3820.0
1497,3179383,EXIFOL SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",4565.0
1498,2016206,EXODERIL CREME T/15 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",3265.0
1499,2018352,EXODERIL SOL P APPL LOC FL/10 ML,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",2970.0
1500,5050016,EXOFENETALC BT 160G,"DERMATOLOGIE, ANTISEPTIQUE LOCAL",2440.0
1501,3462775,EXXIB CP 200 MG B/10,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2785.0
1502,3096635,FALCIART CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2235.0
1503,3195970,FALCIART DT CP DISP 20MG/120 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",720.0
1504,3136959,FALCIART PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2510.0
1505,8044646,FALQUIN AMP INJ 600 MG B/3,"PARASITOLOGIE, ANTIPALUDIQUE",2310.0
1506,8044652,FALQUIN CP 300 MG B/18,"PARASITOLOGIE, ANTIPALUDIQUE",1805.0
1507,8514000,FALSIBAN CP 80/480MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2510.0
1508,3355992,FALSIGUARD SOL INJ 80 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",4160.0
1509,2278001,FAMODINE CP 40 MG B/l 0,"GASTRO.E.H., ULCERE GASTRODUODENAL",3955.0
1510,5610020,FAMOTIDINE DENK CP 40 MG B/20,"GASTRO.E.H., ULCERE GASTRODUODENAL",5120.0
1511,8091812,FANGID CREME 1% T/15 G,"DERMATOLOGIE, ANTIFONGIQUE LOCAL",1380.0
1512,3004889,FANSIDAR CP B/3,"PARASITOLOGIE, ANTIPALUDIQUE",1242.0
1513,8059615,FANTEM CP 20 MG /120 MG B/24,"PARASITOLOGIE, ANTIPALUDIQUE",2125.0
1514,8059524,FANTEM CP 20 MG/120MG B/l 2,"PARASITOLOGIE, ANTIPALUDIQUE",1410.0
1515,3187319,FANTEM DS CP 40MG/240MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",1270.0
1516,3187272,FANTEM FORTE CP 80/480 MG B/6,"PARASITOLOGIE, ANTIPALUDIQUE",2125.0
1517,8059703,FANTEM PDRE P SUSP BUV 180/1080 MG FL/60 ML,"PARASITOLOGIE, ANTIPALUDIQUE",2330.0
1518,5615031,FARMORUBICINE LYOPHILISAT P P INJ 50 MG B/l FL DE 25 ML,"CANCEROLOGIE, ANTINEOPLASIQUE",76350.0
1519,8013752,FASIDEPDE 2%T15G,"DERMATOLOGIE, ANTIBACTERIEN LOCAL",2790.0
1520,3179382,FASIGYNE CP ENR 500 MG B/4,ANTIBIOTIQUE ET ANTIPARASITAIRE,3915.0
1521,8102361,FASTORIK GRANULE SACHET B/8,"ORL,ANTI-GRIPPE,ANTI-RHUME",1955.0
1522,8046504,"FASTORIK GTTES NASAL 0,05% FL/10 ML","ORL, DECONGESTIONNANTS",1100.0
1523,4192597,FASTORIK-N CTTES NASALES ADULTE,"ORL, DECONGESTIONNANTS",1100.0
1524,3258521,FEBREX PLUS CP B/l 0,"ORL,ANTI-GRIPPE,ANTI-RHUME",1370.0
1525,3258507,FEBREX PLUS SIROP FL/60 ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1100.0
1526,3301975,FEBREX-TM CP PELL 37.5/325MG B/l 0,"ANTALGIQUE/ANTIPYRETIQUE, ASSOCIATION CONTENANT UN OPIACE",1890.0
1527,2029634,FEBRILEX CP B/4,"ORL,ANTI-GRIPPE,ANTI-RHUME",550.0
1528,0327142,FEBRILEX JUNIOR SIROP 125MG/1 MG FL/150ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1390.0
1529,5804010,FEBRILEX SIROP FL/150ML,"ORL,ANTI-GRIPPE,ANTI-RHUME",1697.0
1530,8055150,FEDATE GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",2580.0
1531,8055147,FEDATE SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",3060.0
1532,3179017,FEDROX SUSP BUV 250MG FL/60ML,"ANTIBIOTIQUE, CEPHALOSPORINE",3096.0
1533,2007012,FEFOL GELULE B/30,"HEMATOLOGIE, ANTI-ANEMIQUES",2890.0
1534,8426922,FEKEY SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",2580.0
1535,3286103,FELDENE AMP INJ 20 MG B/2,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),2075.0
1536,3319392,FELDENE CP DISPERS 20 MG B/l 5,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),4165.0
1537,5543774,FELDENE GELULE 10 MG B/20,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),4440.0
1538,3266804,FELDENE SUPPO 20 MG B/l 5,ANTI-INFLAMMATOIRE NON STEROÏDIEN (AINS),7220.0
1539,3414742,"FEMARA CP ENR 2,5MG B/30","CANCEROLOGIE, ANTINEOPLASIQUE",114560.0
1540,3902975,FEMIFER SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",3500.0
1541,1081421,FENOTHYL CP 160MG B/32,HYPOLIPEMIANT,5785.0
1542,8081216,FER PLUS SOL BUV FL/250 ML,"HEMATOLOGIE, ANTIANEMIQUES",6710.0
1543,8081191,FER PLUS SOLUTION BUVABLE EN SACHET 100MG/7ML B/32,"HEMATOLOGIE, ANTIANEMIQUES",6681.0
1544,8105218,FERACID GELULE B/36,"HEMATOLOGIE, ANTIANEMIQUES",1966.0
1545,8006574,FER-ACIDE FOLIQUE WINTROP CP B/30,"HEMATOLOGIE, ANTIANEMIQUES",1625.0
1546,3092514,FERAMALT GELULE 100 MG B/20,"HEMATOLOGIE, ANTIANEMIQUES",5325.0
1547,2287603,FERAMALT SIROP FL/100 ML,"HEMATOLOGIE, ANTIANEMIQUES",6175.0
1548,8035044,FERCEFOL CP B/30,"HEMATOLOGIE, ANTIANEMIQUES",1780.0
1549,8035050,FERCEFOL SUSP BUVFL/150ML,"HEMATOLOGIE, ANTIANEMIQUES",1945.0
1550,8015975,FEREMI SIROP FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",2370.0
1551,300000000 0000,FEREMI CP PELL B/30,"HEMATOLOGIE, ANTIANEMIQUES",1885.0
1552,8041027,FERFOLTONE GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",1470.0
1553,2863774,FERLIX B12 SOL ORALE FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",1960.0
1554,8061538,FEROX GELULE B/30,"HEMATOLOGIE, ANTIANEMIQUES",3600.0
1555,2291792,FEROX SUSP BUV FL/200 ML,"HEMATOLOGIE, ANTIANEMIQUES",3747.0
1556,7340742,FEROXYDE SIROP FL/100 ML,"HEMATOLOGIE, ANTI-ANEMIQUES",2877.0
1557,8150880,FERPLEX SOL BUV 40MG B/10 FLACONS DE 15ML,"HEMATOLOGIE, ANTIANEMIQUES",6550.0
1558,2473344,FERREX FORTE COMP PELL B/30,"HEMATOLOGIE, ANTIANEMIQUES",2615.0
1559,8088566,FERRO DENK COMPRIMES PELLICULES 50MG B/50,"HEMATOLOGIE, ANTIANEMIQUES",3031.0
